,사고원인,재발방지대책 및 향후조치계획
10455,거푸집 조립작업을 위해 말비계에 오르던 중 발을 헛디뎌 넘어지면서 왼손으로 바닥을 짚음,위험예지활동 TBM 강화와 두성건설(주) 측의 치료 후 산재처리.
15344,낙하물 발생으로 주변 비계에 걸려 넘어짐,주변 정리정돈 및 작업자 교육 실시를 통한 재발 방지 대책 수립.
16355,재해자가 시스템비계 발판에서 석재 커팅 작업중 커팅기가 외벽 지장물에 걸려 재해자 손에서 탈락되어 떨어지면서 발생,작업자 안전교육 실시를 통한 재발 방지 대책 및 향후 조치 계획.
4618,작업자가 비계 설치 작업 중 자재에 부딪힘,작업자 단순과실로 인한 재발 방지 대책 및 향후 조치 계획 없음.
4144,작업자 부주의(시스템비계 계단에서 미끄러짐),불안전한 행동에 대한 안전 교육 및 계단 미끄럼 방지 조치 추가.
1824,해당 현장의 연접부지에서 밭일을 하시던 어르신이 옹벽을 짚고 일어나시면서 옹벽에 올려져있던 비계파이프가 건드려져 떨어지며 손목 부분 부상,해당 공사부지와 연접부지 사이에 안전휀스 및 위험안내표지판 설치.
7699,말비계 등 작업발판 사용간 부주의,고소 작업자 특별교육 실시 및 현장 정리 정돈 상태 점검 철저.
2332,"재해자가 이동식틀비계에서 내래오던 중 공구 주머니가 난간대 돌출부에 걸려 중심을 잃고 떨어져 우측 허리에 차고 있던 공구걸이대의 망치와 신호대가 바닥면과 등사이에 끼어 요추 1,2번의 날개뼈가 골절 됨",돌출부 보양 조치 실시와 안전교육을 통한 근로자 안전의식 고취.
18588,"신청인의 요양급여신청 관련하여 사실에 근거하여 아래와 같이 보험가입자의견서를 작성하여 근로복지공단 통영지사에 제출함(첨부 보험가입자의견서 참조)○ 신청인이 비계공으로서 재해 당일 수행한 업무도 허리에 부담을 주는 무리한 동작이 아니었던 바, 신청인이 주장하는 상병은 장기간에 걸쳐서 서서히 발현된 전형적인 퇴행성(만성) 허리 질환의 일환임이 명백하고, 자연경과적인 퇴행성(진구성) 변화에 의한 기존질환인바 당사현장의 업무와의 인과관계를 인정할 수 없다는 점○ 신청인은 기존 질병을 보유하고 있었고, 현장 공사종료가 임박하여 사전에 퇴사를 통보받은 자였으며, 퇴사일 5일 전 기존 허리질환을 숨기고 허리통증을 빌미로 산재신청을 하는 것은 명백히 부당수급자에 해당됨으로 업무상 재해로 인정할 수 없다는 취지로 보험가입자의견서를 근로복지공단 통영지사에 제출함",신체에 과도하게 부담을 주는 자세로 작업하지 않도록 교육 실시.
10803,작업자 A와 B가 공조기 덕트를 1.7M 높이에서 체결 작업 중이었음. 작업자 A는 덕트를 체결한 상태였고 B가 덕트를 체결 중 놓쳐 회전을 하면서 체결한 작업자 A를 가격하여 균형을 잃고 이동식 비계 아래로 작업자A가 떨어져 부상을 당함.,사고 정리정돈 및 수습 후 재발방지를 위한 안전대책 강구 예정.
14500,바닥 비계파이프 미식별로 발목 꺽임,사전 안전교육 철저 실시와 작업자 주변 불필요 자재 철저 정리.
13087,"(재해자) 재해자는 2번 계단 하부에서 휴식중 세워둔 자재(비계발판)가 바람에 넘어지며 목을 타격하여 부상을 입었다고 진술함(시공자) 시공자는 재해자의 부상상황을 확인하기 위해 CCTV를 열람한 결과, 자재가 넘어지는 상황을 확인할 수 없었으며, 스스로 머리를 부딪혀 주저 앉는 모습으로 보아 자해로 판단하고 있음- CCTV 열람결과 자재가 넘어지는 장면은 확인이 어려웠으며, 재해자가 자리에서 일어난 후 잠시 주저앉는 듯한 모습을 보임",재발 방지 대책으로 자재 정리 및 추락 방지망 점검 조치 지시.
22183,"작업발판인 시스템비계를 임의변경(난간대해체, 발판위치 변경) 및 작업발판 확인 미실시",특별안전교육 실시와 설치된 작업발판의 임의 해체 및 변경 금지.
481,거푸집 및 자재(단관비계) 인상중 무리한 힘을 가하여 일어난 재해,작업전 안전교육 실시 철저와 사고 이후 병원진료 및 휴식 조치.
6400,김** 근로자가 2022년 12월 22일 11시 25분경 4층 하늘 정원공사에 필요한 각파이프(300mm*200mm*6m*6개) 묶음을 인양하던중 네번째 묶음을 올리면서 이미 옮겨 쌓여있던 세번째 묶음을 치면서 작업자에게 묶음이 미끄러져 정면에 있던 시스템 비계에 끼어 사망한 사고임.,재발 방지 대책으로 재발방지대책 수립 예정 및 사고 조사 진행.
7519,"비계 난간 해체, 작업자 안전장비 미 착용, 작업자 과실",비계 안전난간 설치를 통한 재발 방지 대책 및 향후 조치 계획.
15837,비계에서 작업 중 몸의 중심을 잃음,작업자 안전관리 교육과 시공사 및 감리단의 안전교육 철저 시행.
13408,작업 완료 후 틀비계 내려오던중 미끄러져 떨어짐,재발 방지를 위한 근로자 현장 안전교육 실시 및 사고자 산재처리
20486,"1층 X8, Y3~Y4구간의 테라코타판넬 하지작업을 위해 시스템 비계에서  이동 중 2.5m 높이에서 바닥으로 추락함.",고소작업 시 전 안전교육 실시 및 안전벨트 착용 후 작업 수행.
21592,2019년 11월 19일 11시 10분경 206동 석공사용 시스템 비계의 2단 작업발판에서 이동 중 오른쪽 발목을 접질림,작업발판의 정리정돈 유지 및 관리 점검과 안전화 착용상태 확인.
22795,작업중 말비계 전도,현장 관리 감독과 시공사 안전교육 철저를 통한 재발 방지 대책.
4658,말비계에서 내려오면서 미끄러져 바닥에 넘어짐,작업자 지속적인 교육을 통한 부주의 제거 및 집중력 고취 유도.
16817,"말비계(높이 90cm)위에서 벽체거푸집 설치중 들고있던 거푸집을 손에서 놓쳐 잡는중 말비계가 전도되어 떨어짐, 떨어지면서 좌측 등부위 늑골이 돌출된 합벽지지대 앵커볼트에 부딪힘.",안전대책 수립 및 조치와 안전교육을 통한 재발 방지 대책 마련.
18494,본현장 지상2층  틀비계 위에서 SSD바 시공완료후 내려오면서 미끄러져 넘어짐.,작업자의 충분한 교육과 안전교육의 철저함을 통한 안전사고 예방.
5772,판넬을 인력으로 운반 중 시스템비계 코너를 돌다 오른손 손가락이 기둥에 강하게 부딪히며 골절 됨,TBM 사고사례 전파와 직원 교육을 통한 사고 재발 방지 조치.
17234,타 작업자의 작업으로 인해 거푸집해체 자재가 틀비계를 타격하여 흔들림으로 인해 1.8m높이 틀비계에서 바닥으로 추락한 사고임,작업자 해당 사고내용 전파 및 틀비계 등 가시설 안전점검 실시.
18648,핸트카 운전 부주의로 인한 자재와 비계 충돌,현장 점검과 공사관계자 안전 교육 실시를 통한 재발 방지 대책.
19962,현장에서는 3층 타설후 4층 작업을 위하여 가설비계를 설치하였으며 추가적으로 5층 높이의 비계를 설치하여 작업하려 하였으나 지지대가 없는 상층부 부분이 풍역을 이기지 못하고 전도된 것으로 추정,비계보강 조치와 중부지방고용노동청에 전달된 안전관리 지시 사항.
6591,말비계 상부에서 몸의 중심을 일고 방바닥으로 넘어짐,안전교육을 통한 안전의식 개선과 안전교육 철저 행정지도의 실행.
15523,"도장공 (사고당사자)가 안전난간대 조립 후 , 위에 걸터앉아 비계작업을 하는도중 안전난간대 횡대가 빠져서 추락함.",작업자 안전교육 및 이행 철저 행정지도에 대한 재발 방지 대책.
22726,비계해체중 사선보강재 해채중 한쪽 클램프를 제거하는 과정에서 비계파이프의 무게에 의한 비계파이프의 자유낙하시 클램프에 새끼손가락이 협착된 사고임.,작업자 교육 및 안전관리 철저를 통한 작업전 안전교육의 철저함.
13753,DMC리버파크자이 아파트 건설현장 102동 1층 피로티세대 해체작업을 위해 말비계(접이식)을 들고 작업장을 이동하던 중 접이식 다리가 서포트에 간섭되면서 주변에 적재되어 있는 자재에 허리를 부딪히면서 넘어짐,동일한 사고의 반복 방지를 위한 안전교육 실시와 사고사례 전파.
2617,이동식 틀 비계에서 내려올때는 미끄럼에 대비하여 내려와야하나 부주의로 미끄러짐,작업수칙 준수 교육과 지속적인 안전교육을 통한 사고 재발 방지.
17728,강관비계 작업발판이 떨어짐,"비계 및 작업발판 재조립과 추락 방지망 재설치, 안전점검 실시."
7235,"비계 발판의 단차가 높게 설치되어, H-beam을 넘어서 내려오다 우측 발목이 접질림",비계 발판의 단차가 높게 설치된 구간에서 이동식 보조발판 사용.
19893,상가동 작업중 시스템비계 정리 작업중 미끄러져 내려와 바닥의 각재를 밟아 우측 발목 골절사고 발생,작업자 안전교육 실시와 현장 정리를 통한 재발 방지 대책 마련.
13796,평탄작업중이던 굴착기가 근처 안전난간대 설치 하던 중 비계파이프를 버켓이 타격하여 파이프가 휘면서 추락방지망 설치중이던 재해자의 가슴부위에 부딪힘,폭염주의보나 30도 이상일 경우 작업 및 근무시간 조절 방침.
19611,가설자재 정리중 유로폼과 강관비계파이프 사이에 오른쪽 새끼손가락이 협착되어 골절된 재해임,안전관리교육 강화를 통한 재발 방지 대책 및 향후 조치 계획.
13612,작업자가 시스템비계로 내려오던 중 난간대의 핀이 빠지면서 2m높이에서 추락사고,가시설 점검 철저 통보 및 작업 전 점검 후 공사 계도 조치.
20946,2020년01월16일 오전 10시쯤  1층에서 해체 작업을 하던 근로자는 바닥에서 높이2.3m에 있는 유로품 해체를 달비계 없이 까지발을 하며 작업 중 유로폼이 오른발등으로 떨어져 새끼발가락을 다침,고소 작업 시 달비계 사용과 불안전한 작업 자세에 대한 조치.
23270,비계해체 작업중 넘어짐,얀전교육 실시 철저와 7월말 퇴원으로 구성된 재발 방지 대책.
16226,작업발판 하부에서 발판을 분리하다 발판 상단에 있던 비계 자재에 안면을 부딪힘,작업 전후 자재 정리정돈 확인 철저 및 재발 방지 교육 실시.
18657,말비계에서 내려오다가 넘어짐,특별안전교육 실시를 통한 재발 방지 대책 및 향후 조치 계획.
3116,형틀작업 중 이동식비계에서 내려오다가 목재를 밟아서 미끄러져 다침사고,안전수칙 준수 및 안전교육 강화를 통한 작업자 안전관리 철저.
15540,비계 해체 작업 중 윗층의 작업자가 비계를 놓쳐 아래 작업자가 자재에 맞아 부상을 입음,"안전장구류 착용 재강조, 안전관리계획 검토 및 안전교육 실시."
17907,말비계다리 답단을 밝을 때 미끄러짐,말비계 답단 미끄럼 방지 조치 실시와 작업장 정리 정돈 철저.
21349,말비계 상부로 작업을 위해 올라가던중 근로자의 부주의로 넘어진 사고임.,말비계 작업 관련 근로자 교육 실시 및 말비계 안전점검 실시.
11514,시스템비계공으로 비계횡대 설치 중 사다리를 오르기위해 열었던 해치발판이 닫히면서 손등 찍힘 사고발생,작업전 안전교육 실시 결과 통보를 통한 재발 방지 대책 마련.
14630,비계 상부(높이 2m)에서 배관 설치 작업을 마치고 비계 사다리를 이용하여 하강 중 발이 미끄러져 왼손으로 사다리를 잡는 과정에 하중이 좌측 어깨에 가해지며 재해자의 좌측 어깨에 통증이 발생,재발방지 교육을 통한 동일 및 유사 안전사고 재발 방지 방안.
12928,"크레인작업 중 크레인의 실린더 부분이 설치된 비계에 걸려 비계가 아래로 낙하하였고, 아래에서 작업하던 근로자의 머리에 맞음.",건설기계 작업반경 접근금지와 병원후송 조치의 재발 방지 대책.
12476,탱크 내부 비계설치 작업중 이동하는 과정에서 비계파이프와 충돌,가설재 관리철거 및 가시설 관리 철저에 대한 재발 방지 대책.
22707,시스템비계 작업발판 갈고리부분 용접부위 탈락,"안전교육 실시, 외부 비계 재점검 및 피해자 건강 상태 확인."
11998,105동 2층 비계위에서 타설 보양 천막을 해체 하던중 벽체와 비계사이로 추락,작업전 개인보호구 착용 및 벽체와 비계사이 추가 안전망 설치.
17044,비계위에 사다리를 기대어 자재를 운반하는 불안전한 운반(불안전하다고 지적하였으나 작업자가 무리하게 운반함),현재 전공정 공사 완료에 따른 정황 보고 및 향후 조치 계획.
2277,비계 위에 놓인 블록(자재)가 떨어져 왼쪽 팔에 부딪힘,사고 사례 전파와 안전교육 실시를 통한 재발 방지 대책 마련.
7741,"2022.09.23 14:00경 602동 E.J구간에서 한**씨가 벽체에 단열재 부착작업을 위해 말비계(우마)에 올라가 작업하던 中, 슬리브 덮개 위애 말비계(우마) 지지대를 놓고 작업하다 덮개가 깨지면서 바닥에 추락하였음. 그로 인해 철근으로 왼쪽 허벅지 창상 및 늑골이 골절됨.",안전관리교육 강화를 통한 재발 방지 대책 및 향후 조치 계획.
314,금남면 복합커뮤니티센터 건립사업 공사(건축) 현장 3층 슬라브에서 재해자 오00이 틀비계 해체 작업 중 틀비계 발판을 손에 들고 옮기던 중 발판 뚜껑이 닫히면서 왼쪽 검지손가락이 발판과 뚜껑사이에 끼어 골절상을 입음,일일 작업시작 전 안전교육 강과 및 현장 정리정돈 철저 지시.
18432,"조적벽 상부 콘크리트 인방의 고정상태에 대한 확인없이 하부 조적벽을 철거하는 중 상부에 있던 콘크리트 인방이 떨어지며, 강관틀비계에 충격을 가해 작업자가 흔들리는 강관틀비계에서 낙하함",가시설에 대한 안전보조시설 설치 및 고정상태 확인 철저 지시.
21187,통로 유도등을 설치하고 말비계에서 내려오다 미끄러져 발을 접지름,작업자 안전교육 실시와 현장관리 철저를 통한 재발 방지 대책.
6101,안전대 안전고리를 풀고 말비계에서 내려오는중 미끄러짐,기초안전교육 강화를 통한 재발 방지 대책 및 향후 조치 계획.
4013,줄눈시공중 작업자 잠시 의식 잃음으로 인한 이동식틀비계 1단 상부에서 추락,작업자 건강상태의 철저한 수시 확인과 추락방지 관련 시설보완.
23078,비계작업중 본인 부주의로 인하여 미끄러져 뒤로 넘어지면서 바닥철근에 찔린사고,철근 보호캠 설치를 통한 재발 방지 대책 및 향후 조치 계획.
4764,"무리한 힘을 주어 거푸집 탈형, 말비계에서 뛰어내리는 판단 오류 등 부주의",안전교육 철저와 특별안전보건교육 실시를 통한 재발 방지 대책.
15722,사고 근로자는 외벽 테두리 거푸집 결속 작업을 위해 시스템비계에서 이동 중(높이 2.4m)시스템 비계를 닫은 왼발이 미끄러지면서 비계 강관부분과 가슴이 충돌 하였음,시스템 비계 사용 안전 교육과 고소작업 시 특별안전교육 실시.
20003,"근로자 안전의식 부족, 연세가 많고 근력이 부족하여, B/T비계 오르던 중 사다리의 발을 헛딪뎌 뒤로 넘어짐",65세 이상 근로자 작업 투입 금지와 근로자 안전교육 실시.
6442,비계를 설치하기 위해 안전벨트를 착용하고 안전고리를 걸지않고 이동중 3.6M 높이에서 미끄러지면서 추락함.,작업자 교육 실시와 현장 안전교육 및 재발 방지 대책 수립.
4309,시스템비계 수평재가 체결 및 고정되지않은 상태에서 작업,시공사에 대한 재발 방지 대책 수립 및 안전관리 교육 실시.
19555,이동식 틀비계 상부 작업 후 작업자가 발을 헛디뎌 미끄러지면서 넘어짐,건설현장 건축관계자 현장 교육 및 이동식틀비계 안전성 확인.
5914,강관조립말비계에서 내려오는 과정에서 부주의,"안전조치계획서 작성, 안전교육 강화 및 안전관련 공문 시행."
6732,도제에 설치된 등대 도장 작업을 하기 위해 틀 비계 이동 중 인력으로 밀다가 허리를 삐끗하여 골절이 일어남,작업자 안전교육 시행과 안전의식 확립을 통한 안전교육 실시.
19060,작업자가 틀비계이동중 넘어짐,틀비계 이동 시 작업장 바닥 주변 장애물 제거 후 작업 조치
4034,지하1층 바닥에 있는 말비계(우마)위에서 #1 코어벽체 철근을 옮겨주던 작업을 하던 재해자가 말비계(우마)에서 지하1층 바닥으로 내려오다 발목을 접지르는 사고가 발생 함.,공사 시작 전 아침 조회시 안전교육 및 주의사항 안내 실시.
20643,지상1층 이동식 틀비계(H=1.8m)에서 거푸집 작업을 마치고 내려오던중 발이 미끄러지면서 떨어져 1층 바닥에 떨어져 얼굴이 충돌한 사고임,재발 방지 대책과 향후 조치 계획으로 현장 관리 감독 철저.
19643,비계파이프 운반중 비계파이프에 부딪혀 이마가 찢어짐,안전교육 실시와 사고자 병원 치료를 포함한 재발 방지 대책.
15179,시스템비계 발판에 발을 헛 디뎌 부상,유사 사례 발생 방지를 위한 철저한 현장 안전관리 교육 실시
3176,자재 정리 중 가시설 비계 파이프에 맞아 손가락이 골절됨,작업자 안전교육 철저와 작업전 안전교육 실시 지도의 필요성.
17882,유백 김00씨가 자재 운반을 위해 3인 1조로 대차를 밀던 중 실려있던 비계파이프와 건물 기둥 사이에 우측 검지 협착(협착방지장갑 착용),안전관리교육 철저에 대한 재발 방지 대책과 향후 조치 계획.
16362,시스템비계에걸려 넘어짐,안전교육 실시와 안전조치 지속 관리에 대한 재발 방지 대책.
18018,작업자가 시스템 비계 운반중 비계를  떨어트려 상해,작업자 안전사고 교육 철저를 통한 향후 유사 안전사고 예방.
22869,2층 계단실 벽체 철근 배근작업 중 작업발판으로 사용 중이던 말비계에서 미끄러짐,사고 주의 지시와 감리를 통한 현장 관리 철저 지시의 통합.
17581,비계 작업발판이 밀리어 바닥 낙상,안전관리 교육 및 안전의식 강화 교육 실시와 입원치료 조치.
11618,재해자가 시스템비계 자키 해체 작업 중 망치로 왼손 엄지손가락을 실수로 타격,해체작업 방법 등 안전교육 강화를 통한 안전관리 철저 요청.
9068,이동식 B/T비계 사다리에서 내려오던 중 발이 미끄러지면서 다리가 끼이면서 낙하사고 발생,B/T비계 안전수칙 교육 실시를 통한 재발 방지 대책 마련.
380,말비계에서 앉아서 불안정하게 작업하다 넘어짐,말비계에서 불완전한 행동 금지 교육을 통한 향후 조치 계획.
3743,"고소작업시 비계작업발판등을 이용한 작업을 하여야하나,조립된 기둥철근을 발판을 이용한 위험한 작업",현장 안전교육 실시와 안전조치 강화를 통한 재발 방지 대책.
18591,엘리베이터 plt내부에서 근로자 유남순씨가 거푸집연결작업중 1m높이에서 미끄러지면서 하부에있는 말비계에 충돌하여 부상한 사고,안전관리교육 철저에 대한 재발 방지 대책과 향후 조치 계획.
9709,비계해체 작업 중 현장 관리 안전 조치 미비 및 작업자 부주의로 인한 사고 발생,동일한 피해가 발생하지 않도록 작업전 충분한 안전교육 실시.
13726,지하 1층 배관 거치대(가대)설치 작업중 사용중이던 이동식틀비계를 옮기는 과정중 틀비계의 바퀴가 콘크리트 바닥에 붙어있는 볼트에 걸리면서 상부에 설치 작업을 하고있는 작업자 떨어지는 사고가 발생함,특별안전교육 실시와 관리자 재해 재발 대책 마련 중인 상황.
16981,말비계를 밟고 오를때 말비계 답단 위치 확인  불량,작업대 위치 확인 및 전방 주시 철저를 통한 안전교육 실시.
23060,할석공으로 지하 3층 코어구간 벽체 할석작업을 위해 말비계(1.5M) 상부에서 작업 중 말비계 다리 1개소가 배관 슬리브 구멍에 빠지면서 바닥으로 떨어짐(추락)안전모 턱끈 미체결,개인보호구 착용 및 사용 철저와 개구부덮개 관리 기준 준수.
567,말비계에서 내려오던 중 미끄러져 엉덩이를 바닥에 찧음 (미끄러운 환경이 사고의 원인),말비계에 미끄럼방지 논슬립 부착과 근로자 위험성 교육 실시.
22168,이동식 틀비계 하부 케스터 바퀴가 고정 미비,붙임 문서 첨부에 따른 재발 방지 대책 및 향후 조치 계획.
11016,109동 지하층 입구로 이동 중 시스템비계 횡대를 넘어가다 다리가 걸려 넘어지면서 오른쪽 손으로 땅을 짚어 오른쪽 어깨 탈구가 일어난 사고,근로자 안전관리 및 교육에 철저를 기하도록 행정지도 시행.
4312,비계 발판을 옮기던 도중 작업자가 몸의 중심을 잃고 넘어짐,재발 방지를 위한 안전관리교육 실시와 자체 안전점검 시행.
5881,자재 정리정돈 중 바닥에 있는 시스템비계 자재를 발로 치우다 전도되어 좌측 손목 골절 발생,근로자 안전교육 실시와 통행로 정리정돈 및 안전관리 철저.
22275,"말비계 사용 작업에서, 말비계의 보조지지대 결속핀 미고정 상태를 인지하지 못하고 내려오다 말비계가 한쪽으로 기울어짐으로 인해 넘어지면서 바닥을 짚다가 손목 부상.",안전교육 강화를 통한 재발 방지 대책 및 향후 조치 계획.
16602,동바리를 받치는 시스템비계에 걸려 넘어짐,안전교육실시명령에 따른 재발 방지 대책과 향후 조치 계획.
20576,내부계단부위에서 견출작업을위해 틀비계를 설치하고 내려오던중 계단에서 발을 헛디뎌 넘어지면서 왼쪽손목이 골절됨,근로자 작업투입전 교육강화 및 관리감독자 수시 작업 순시.
14631,실내 틀비계 안전고리 고정 미흡,공사 작업 간 2인 이상 공동작업 지시 및 안전교육 실시.
14604,배관 보온작업을 위한 기존 비계 수정작업 중 상부에 기 설치되어 있던 작업발판을 해체(2인 1조) 후 하부에 재설치 하기 위해 이동 중 하부 강관파이프에서 미끄러져 전도 및 우측 발목을 접지름,재발 방지 교육을 통한 동일 및 유사 안전사고 예방 방안.
4752,시스템비계 설치중 넘어짐,작업자 안전교육 및 조치사항 확인을 통한 재발 방지 대책.
14665,가람막용 쌍줄비계 해체작업중 비계의 띠장에 왼쪽 팔꿈치가 부딛혀 골절진단을 받음,작업자 안전교육 및 공사장 안전관리 철저에 대한 행정지도.
703,작업자가 시스템비계에서 이동 중 바닥에 걸쳐진 각재를 발판으로 착각하여 밟았다가 균형을 잃고 골조와 비계 사이로 추락,현장 내 안전 미비요인 제거와 재발 방지 교육 실시 예정.
13827,시스템비계 상부에서 내부 발코니 판넬코킹 작업 완료 후 승하강용 수직사다리를 이용하여 내려오던 중 수직사다리의 길이가 부족하여 바닥까지 닿지 않음을 인지하지 못하고 발을 헛디뎌 약 90CM 실족함,작업장 관리 철저와 안전교육 실시를 통한 재발 방지 대책.
22575,이동 중 중심을 잃어 비계에서 추락,작업자의 안전교육과 사고조사 통보를 통한 재발 방지 대책.
15485,유벡 손00씨가 핸드파레트를 이용하여 비계자재를 운반중 왼쪽 종아리에 경련발생,안전관리교육철저에 대한 재발 방지 대책과 향후 조치 계획.
4530,증약초 교사동 외벽공사 외부비계 해체 후 옥상에서 자재정리를 위한 운반작업 중 2층 옥상난간에서 중심을 잃고 추락하였음.,안전교육 실시를 통한 재발 방지 대책 및 향후 조치 계획.
12161,옥상층에서 이동 중 이동식 틀비계 아웃트리거에 발이 걸려 넘어져 우측 팔꿈치를 부딪힘,안전교육 강화를 통한 재발 방지 대책 및 향후 조치 계획.
15006,카 리프트 코어 4층 내부작업비계 손보기 중 강관파이프에서 발이 미끄러져 중심을 잃고 1층으로 추락,교육 실시와 지도 관리 철저를 통한 재발 방지 대책 마련.
1119,비계 수직재의 작은 모서리를 인지하지 못하고 비계 수직재에 바싹 붙어 일어남,근로자 안전교육 실시와 유사사고 재발방지 대책 제출 통보.
4591,2023년 04월 12일 08시 00분경 외부 비계 해체작업 중 상부근로자가 내려주는 강관파이프가 하부에서 받던 피해자의 손목에 맞으며 사고 발생,관리감독자 지휘하에 작업 실시와 근로자 특별안전교육 실시.
15209,상층에서 벽체스리브작업을 마치고 쌍줄비계 승강로를 타고 내려오던 중 승강로의 해치발판이 닫히면서 재해자의 엄지손가락 첫마디가 협착됨,재발 방지 대책과 향후 조치 계획으로 병원 방문이 필요함.
12135,외부 시스템비계 이동 중 낙상,안전교육 실시를 통한 재발 방지 대책 및 향후 조치 계획.
17208,태우이엔지 김00씨가 2인 1조로 말비계를 운반 중 바닥에 놓여있던 트렌치 덮개에 발이 걸리며 넘어지면서 말비계에 콧등을 부딪힘.,안전관리교육철저에 대한 재발 방지 대책과 향후 조치 계획.
6758,펌프룸 비계 설치 작업중 바닥에 있는 자재(전기선)을 밟아 우측 발목이 접질,작업구간 및 동선 내 장애물 확인 및 제거 후 작업 이행.
7932,시스템비계 작업 발판상부에서 수직보호망 설치작업 중 발목과 발가락에 감각 이상증상 발생,작업전 작업자세 및 작업자 준수사항 교육실시와 체조 실시.
20814,가설비계 해체중 본인이 풀어놓은 가로비계를 밟고 중심을 잃고 3.3m아래 추락,비계작업자에 대한 특별 안전 교육 및 작업전 안전교육 실시
17656,비계 설치 작업 중 비계 발판 틈새에 오른쪽 검지 손가락 협착,안전관리교육철저에 대한 재발 방지 대책과 향후 조치 계획.
2783,안방 천장 도배 시공 중 작엊바가 전등을 부착하려 발비계에 올라가 천장을 바라보고 이동하는 중 발을 헛디뎌 미끄러지며 떨어지면서 발비계 발판면에 얼굴을 부딪혀 좌측 광대뼈 부상,안전수칙 강화와 사건 재발 방지 및 산재처리에 대한 계획.
8761,당현장 3층 계단실 내부 이동식 틀비계 위에서 거푸집 설치작업을 완료하고 내려오던중 발을 헛디뎌 낙상하여 부상을 당함,작업자 안전교육과 관리감독의 철저함을 통한 현장관리 지도.
6326,외부 씨스템비계 철거시 중심을 잃고 발을 헛딛음.,작업자 안전교육 및 관리 철저와 사고예방 안전조치의 실행.
18129,중앙플랜트 윤00씨가 비계상부에서 하부로 이동 중 비계 파이프 좌측 무릎을 부딪힘,안전관리교육철저에 대한 재발 방지 대책과 향후 조치 계획.
17319,한수테크니칼 김00씨가 말비계에서 내려오던 중 힌지 부분에 바지가 걸리며 넘어지면서 바닥에 좌측 무릎을 부딪힘.,안전관리교육철저에 대한 재발 방지 대책과 향후 조치 계획.
7870,말비계 위에서 미장 작업중 추락,안전교육 강화를 통한 재발 방지 대책 및 향후 조치 계획.
21383,DS내부 이동 중 1.4M 비계 파이프에 머리를 부딪힘,2M 이하 충돌 위험 비계 파이프 충돌방지 보양 조치 시행
17040,"1. 목격자 진술 및 현장조사(작업위치, 동선 등) 실시결과를 종합해볼때 사고자(관리자 ***)는 목격자(***)에게 A-Zone 지하중층 4D영상관 벽체 슬리브 설치위치(수평철근 절단  부위)를 설명하고, 임시 강관비계에서 계단으로 이동 중 실족하여 추락사고가 발생한 것으로 추정2. 사고자 이송 후 타공종(형틀공) 작업자가 벽체거푸집 설치 준비작업을 위해 비계를 해체하여 현장상황 확인 곤란.3. 사고자는 사고당시 개인보호구(안전모 등) 착용하였으나 추락 시 충격에 의해 벗겨진 것으로 확인됨.",안전교육 강화를 통한 재발 방지 대책 및 향후 조치 계획.
19048,협소한 공간(옹벽과 비계사이)에서 작업시 손가락이 끼임.,안전교육 실시를 통한 재발 방지 대책 및 향후 조치 계획.
6626,자재작업 중 비계발판 아래로 추락하여 쓰러짐,근로자 교육 강화와 현장 점검 순회를 통한 안전교육 실시.
20980,2020년 1월 14일 오후 16시 피재자 이태원이 8층 오피스텔 복도에서 말비계(높이85cm) 를 이용하여 천정 스프링클러 헤드 고정작업후 말비계에서 내려오다가 발을 헛디뎌 미끄러짐.,말비계 작업자 안전교육 철저를 통한 재발 방지 대책 마련.
2291,시스템비계 자재인양 작업중 어지러움,근로자 휴식시간 이용 지도 및 근로자 휴게공간 운영 철저.
21090,1단 시스템비계에서 에폭시 본드 붙이는 작업 중 작업자간 소통 문제로 작업자 1명이 뒤로 물러서던 중 발판에서 미끄러짐,작업자 안전교육과 부상자 병원치료를 통한 재발 방지 대책.
8009,시스템 비계 해체 작업간 근로자 부주의 및 신호체계 미흡,작업전 위험예지훈련 및 근로자 위험요소 상기 교육 실시.
882,신라금속공예지국 조성사업 현장  공예관1층  외부 처마 아래 천정판 설치를 위해  설치한 피티 틀비계 위에서 재해자 내장목공 ㅇㅇㅇ씨가 처마 하부 천정판 설치 작업을 위해 피티 틀비계 위에서 천정판 마감재 설치 작업 중 바닥 밮판 위에 놓여진 합판이 작업자 발에 밀려 밮판 사이 틈이 생겨 작업중 균형을 잃어 발판 발판 틈 사이로 추락하여  왼쪽 갈비뼈 골절상 지해를 당함,안전교육 철저에 대한 재발 방지 대책과 향후 조치 계획.
12296,시스템 상부비계 해체 완료 후 하부로 이동 중 미끄러져 착지 시 왼쪽발 뒤꿈치에 하중이 가중되어 골절된 사고임,근로자 재교육을 통한 재발 방지 대책과 향후 조치 계획.
12221,망치를 사용 수평조절목 설치 작업중 주변 시스템 비계에 걸려 손에 맞음,작업장 주변 정리정돈 철저와 작업 전후 정리정돈 습관화.
12569,작업중 말비계(기성품) 흔들림으로 인한 낙상,안전교육 실시와 철저한 안전교육을 통한 재발 방지 대책.
3281,비계작업 중 자재와 자재사이에 새끼손가락 끼임 사고 발생,안전교육 철저에 대한 재발 방지 대책과 향후 조치 계획.
