,Unnamed: 0,사고원인,재발방지대책 및 향후조치계획
5266,18071,거푸집 해체 및 정리작업 중 거푸집이 재해자에게 전도 되면서 상해사고 발생,"휴무일 임의작업 근절, 작업 전 작업방법 숙지, 근로자 안전교육 실시 및 관리감독자 배치, 작업장 순찰 강화, 작업분리 및 근로자 관리 철저, 안전총괄책임자 및 관리감독자의 일일안전점검 실시와 안전순찰 강화로 인한 사고 예방 조치."
5267,18073,개구부 덮개용으로 겹쳐서 설치된 작업발판 선 해체로 작업발판간의 틈새 노출,작업구간에 개구부 발생 최소화를 위한 사전확인 및 점검과 비계 해체 작업 시 작업순서 및 절차에 맞게 순차적으로 작업하는 관리감독.
5268,18091,2020년 9월 24일 13시29분경 상기 현장에서 크레인 작업하던 중 단으로 쌓인 자재를 옮기면서 빗물로 인해 자재가 재대로 지지가 되지않아 작업자한테 떨어져 다리를 다친 사고임,재발 방지 대책 수립과 향후 조치 계획으로 자재에 쌓여있던 물길 제거 후 작업 재개 및 안전교육 실시 예정.
5269,18101,사고 현장이 미시령 골짜기 이므로 태풍으로 인한 순간초속 40M/S 해당하는 돌풍발생되어 전도,"소노A동 및 부대시설동 타워크레인 구조안정성 검토 재확인, 피해 복구 현황 파악, B동 타워크레인 재설치 후 골조공사 진행 예정."
5270,18102,해체작업 시 하부 작업자 유무를 확인하고 작업을 시행하여야 하나 미확인후 작업(안전사고)으로 하부 작업자 상해발생,작업자 안전교육 실시와 건축관계자 행정지도 및 시공사에 대한 철저한 지시를 통한 재발 방지 대책.
5271,18104,9월 3일 태풍 마이삭 돌풍에 의한 가로수 전도를 막기위한 과정중 가로수와 같이 넘어지면서 허리 부상,"특이사항 동반한 경우 무리한 인부의 직접 작업을 피하고 장비를 이용한 보수를 진행하도록 교육 실시하며, 신고 접수 후 산재보험 처리를 완료하고 향후 안전교육을 실시하는 방안."
5272,18105,"신호수 역할 중 장비작업 반경내 작업자 통제미비, 장비기사의 전방주시 부족","장비작업 시 작업구역 설정과 근로자 접근금지 조치, 신호수의 선회금지 등 작업금지 조치와 전공종 관계자 안전관리 교육 및 재발 방지를 위한 세부대책 수립 및 시행."
5273,18107,제9호 태풍 “마이삭”이 영남지역과 동해안 인근내륙 중심으로 북진하면서 강풍(최대41.9m/s) 및 너울성 파고(최대15.2m)의 내습,"제10호 태풍 ""하이선"" 내습 대비 얕은 구간 주변 피복석 추가 보강 및 피해 복구를 위한 현황 측량, 태풍 피해 공사 손해 보험 청구, 얕은 구간 피해 복구 공사 추진 계획."
5274,18109,보도블록 자재 이동을 위하여 이동 밀차에 자재를 쌓는 과정중 작업자 부주의에 의한 블록 끼임 발생,"작업자를 대상으로 한 안전 점검 실시와 위험 개소에 대한 정리 정돈 실시, 시공사에 대한 안전교육 지시 및 피해자에 대한 사후 경과 관리 지시."
5275,18117,"1.직접원인 및 대책(1)원인 : 근로자 통행로 구간 내 정리정돈(근로자 통행로 구간 전선관 미정리) 미흡2.간접원인 및 대책(1)원인 : 추락위험관련 근로자 전파 교육 미 실시, 명일 작업 사전 미팅 시 추락관련 위험요인 미 도출","근로자 통행로 구간 내 정리정돈 미흡으로 인한 이동통로 확보 및 장애물 제거, 추락위험 관련 교육 미실시로 인한 작업 전 위험요인 제거 확인 및 TBM 활동 시 작업 내용, 장소, 방법에 대한 교육 실시와 사전 미팅을 통한 안전대책 수립 및 관리감독자 점검 필요성."
5276,18122,사고자가 철근을 비계파이프를 사용하여 인력으로 하차하는 중 적재함에서 하차가 되는 순간 비계파이프가 튀면서 얼굴 안면을 강타하여 사고 발생,"사고 재발 방지를 위한 특별 안전교육 실시와 공사현장 점검, 자체 사고 정밀 조사 및 재발 방지를 위한 계도와 안전 점검."
5277,18123,내부 벽체용 샌드위치판넬 운반시 2인1조로 동시에 이동하여나 하나 동료 작업자가 한손으로 작업 중 판넬이 기울어지면서 사고자가 판넬을 잡으려다가 발생된 사고임,안전사고 방지 대책으로 관리감독자 및 작업자를 대상으로 철저한 안전교육 실시와 공사현장 안전사고 방지 대책 강구.
5278,18127,방수자재 깡통 폐기 및 정리 작업 중 근로자의 부주의로 인하여 사고 발생,"근로자가 직접 작업하지 않고 장비로 작업을 실시하며, 근로자 안전교육과 작업장 주변 정리정돈을 철저히 하는 대책."
5279,18131,해체작업 중 잔해를 백호로 끌어내리고 살수작업 중이던 피해자에게 콘크리트 파편이 복부 강타,"해체공사 중 충분한 거리를 유지하도록 지시 및 감독하며, 해체계획서에 안전계획을 첨부하고 사고 재발 방지 계획을 수립 및 시행하는 조치."
5280,18132,가압장 이동 및 설치를 위해 크레이 체인 체결을 하기위한 작업을 진행함.OA사다리를 타고 고리를 체결하고 내려오던 중 사다리가 미끄러져 찾기하는 과정에서 왼쪽발 뒤꿈치가 손상 및 골절 발생.,"작업 인원 안전교육 강화와 2인 이상 작업 준수를 통한 재발 방지 대책 및 작업 관련사항 숙지와 안전관리자의 현장 상주, 관리 감독자의 수시 확인을 통한 향후 조치 계획."
5281,18134,오수박스 덮개 교체작업을 하기위에 안전표지판을 설치하고 작업하는 장소에 타 공종 근로자가 주변상황 파악하지 못한체 실측작업 하며 뒷걸음질 하다가 발생,"작업 중인 장소에 대한 접근 금지 통제와 특별 안전 교육 실시, 작업 구간 구역 통제 관리 인원 투입 및 접근 통제 관리 철저, 다공종 동시 작업 시 통제 구역 접근 근지에 관한 특별 안전 교육 실시."
5282,18138,컨테이너 상부에서 지상으로 내려올때 사다리를 이용하여 안전하게 내려와야 하지만 근로자가 안전조치를 하지 않고 무리하게 뛰어 내림으로 발목에 상해가 감,"근로자에 대한 안전사고 관련 교육 철저와 고위험작업 및 중량물 취급 작업에 대한 안전교육 강화, 위험작업 시 관리감독자의 현장 상주, 고령자의 고위험작업 및 중량물 취급 제외를 통한 동종재해 재발 예방."
5283,18141,못 제거 작업시 핸드그라인더와 보안경을 사용하지 않고 망치로 타격하여 제거하려는 불안전행동,"작언안전환경분석, 위험성평가, 작업허가서 시행강화 및 이행실태 확인 철저, 개인보호장구 착용실태 확인 철저, 안전의식 고취를 위한 특별안전교육 실시, 재발방지대책의 이행상태 점검강화."
5284,18144,해체작업을 위한 공구를 한손으로 들고 수직통로 이동중 발을 헛디뎌 미끄러짐,"불안전한 행동과 미끄럼 예방부위 방지조치 미흡에 대한 교육 철저, 물건을 들고 승하강 이동 금지, 빔 포스트 등의 미끄럼 예상 부위에 Non Slip Tape 부착, 공구걸이 사용 유무 확인 철저."
5285,18145,훈련동 2층 내부에서 2층 옥상에 있는 방수자재를 내부로 운반하는 중 고정된 방호덮개를 치우다가 작업자 부주의로 개구부로 추락,"개구부 관리 철저와 작업자 안전 교육 실시, 임의 제거 보호시설 재설치 및 고정 조치, 사고자에 대한 (주)흥성의 산재 보험 처리."
5286,18150,가설사무실 설치 공사 중 작업자가 물을 마실려고 2층에서 1층으로 내려오는 과정에서 사다리가 설치되어 있지 않은 곳에서 2층 바닥에 설치된 트러스를 잡고 매달린 후 1층 벽체 창틀을 밟고 내려올려다 발을 헛딛여서 70cm 높이에서 떨어짐,"안전사고 재발 방지를 위한 작업 전 안전교육 강화와 작업자 건강 이상유무 점검 실시, 그리고 안전관리자 및 현장관리자에 대한 사고재발 방지 철저 지시."
5287,18156,낙하물 발생 우려되는 위치에서 부식방지시설 사용유무를 확인하지 못한 관리교육 미흡,"해당 작업에 대한 phc 파일 마킹 방법 변경과 안전 교육 실시 후 안전 작업 관리 감독, phc 작업 마킹 시 항타기 리더기 방량을 40도로 회전하여 상부에 토사석이 낙하하더라도 상해를 입지 않도록 작업 변경, 부식 방지 시설 설치 유무에 대한 철저한 관리 감독."
5288,18158,지하PIT 출입사다리 이동시 한손으로 공구박스를 들고 다른 한손으로 사다리를 잡으면서 지하PIT을 내려오는 도중 사다리에 발이 미끄러지면서 넘어진 사고,"2인1조 작업과 사다리 이용 시 두 손으로 잡고 이동하는 교육 실시, 지하사다리 이동 시 불안전한 행동 금지 및 안전작업 교육 지시, 산업재해 조사표 작성 및 고용노동부 포항지청 보고 완료."
5289,18161,WWT POND 상부에서 배관 철거작업을 하던 중 전선에 걸려 넘어지면서 오른쪽 무릎을 콘크리트 바닥에 찍음,근로자 이동통로 주변 바닥 전선 정리 및 분전함 위치 이동설치와 전선 상부걸이를 통한 근로자 전도사고 방지 조치.
5290,18162,"지게차 운반용 홀에 포크를 넣어서 운반하거나 횡방향으로 양중하여 흔들리지 않도록 하여야 하나 지켜지지 않았으며, 유도자의 잘못된 위치선정이 원인.","작업 시 사전 점검을 통한 위험 요인 도출, 작업 방법 개선, 장비 전도 및 협착 재해 예방을 위한 특별 교육과 TBM 사고 사례 전파, 관리 감독자의 사전 안전 점검 및 관리 감독 강화, 안전 사고 대비 조치가 포함된 재발 방지 대책."
5291,18172,지하 1층 계딴실에서 형틀작업을 하기 위해 준비한 자재(각재)가 서포트에서 떨어져서 맞음으로 인한 재해 발생,"전도 및 낙하위험 장소에 대한 접근금지책 설치와 안전시설물 설치, 작업 전 단부구간 내 자재 정리정돈 실시, 자재 고정 상태 확인을 위한 현장점검 실시."
5292,18174,작업전 작업발판을 사용하여 거푸집 조립작업을 지시함에도 불구하고 작업자가 편의상 비계파이프에서 작업하다가 미끄러짐,"안전불감증으로 인한 사고 발생을 예방하기 위한 안전교육 실시, 작업자들의 안전의식 고양, 작업발판 및 안전도구 사용 철저, 수시 안전순찰 강화 및 지도 계획."
5293,18175,"배관 수평 이동을 위해 말비계 위에서 파이프를 이용하여 배관을 파이프랙 위로 이동중, 파이프가 말비계에서 빠지면서 배관과 파이프랙 사이에 손가락 협착","파이프랙 사이에 지지철물을 설치하여 배관 낙하 방지, 신규 작업자 안전 교육 실시 보강 및 신규 작업자 현장 배치 시 안전 담당자 추가 배치."
5294,18179,지상에서 목재가공후 목재자재를 들고 이동중 서포트에 발이 걸려 넘어지면서 목재에 의해 갈비뼈에 실금이 가는 사고발생,"작업 전후 이동통로의 장애물 정리, 수송 시 지장 없는 양의 적치물 이동, 작업장 정리정돈 실태 확인 및 지도감독, 근로자 안전교육 지시와 현장방문 안전점검 실시."
5295,18182,기타설 옹벽부 설치된 유로폼이 콘크리트 측압에 의해 탈락되면서 거치되어 있던 데크플레이트가 붕괴됨,"측압 검토에 따른 경사 버팀대 추가 보강, 유로폼 추가 고정, 타설 전 보강 작업 및 콘크리트 타설 작업 전 사전 안전점검 실시."
5296,18184,- 지하구조물 침수예방을 위해 장비반입구에 비닐덮기 및 고정작업중 생물반응조 구조물에서 약60센티 높이의 장비반입구 덕트 위에서 뒤로 넘어져서 엉덩방아를 찧었음- 피해자(***) 예전부터 골다골증 지병 있음.,동종 재해 발생 방지를 위한 작업방법 변경 및 작업자 안전교육 실시 등 사고예방 집중교육 시행.
5297,18186,작업발판(말비계)위에서 케이블을 무리하게 힘을 가해 당기는 재해자의 불안전한 행동(말비계 작업발판 위에서 몸의 중심을 잃고 바닥으로 넘어짐),"위험성 평가 실시와 작업방법 개선, 말비계 안전수칙 및 안전교육 실시 강화, 개인 보호구 착용 철저, 작업시 말비계 추가 설치."
5298,18189,철근양중 작업중 바닥의 지장물을 보지 못하고 발을 헛디뎌 왼쪽발등이 찍힌 사고.,"지장물 정리정돈과 각 공정 작업순서 교육지도의 실행, 시공사 및 감리단의 안전사고 예방 교육 철저 지시, 지속적인 현장 방문 및 회의를 통한 안전사고 예방 활동."
5299,18191,더워진 날씨로  케이블 풀링작업시  설치한 풀링그립에 고정된 전선 피복의 연성이 높아져 피복이 분리됨.,케이블 풀링 작업 전 피복 상태 및 고정 조치 여부 확인과 케이블에 전달되는 외력 분산을 위한 접촉 면적 증가 조치.
5300,18192,2020년 08월 25일  16시 10분경 지상 1층 내부 거푸집 해체 및 정리 작업 중이던 이0000씨가 시스템동바리 상부에서 거푸집해체 작업 후 옆으로 옆으로 이동중 발을 헛디뎌 3M 아래로 추락,"각 공종 작업 투입 전 금일 작업사항 및 안전교육 실시, 고소작업 시 추락방지대책 및 올바른 작업 방법 교육, 안전보호구의 올바른 착용 방법 및 사용법 교육, 작업내용 변경 및 공종별 안전작업방법 교육을 통한 숙지."
5301,18194,벽체판넬 설치공사 중 작업자가 추락하는 사고가 발생했습니다. 벽체판넬이 제대로 장착되었는지 확인하던 중 고소작업대에서 추락 함.,"현장 전반적 안전진단 후 시정사항에 대한 조치 계획과 안전조치계획서 제출을 통한 안전에 대한 각별한 주의, 경찰 및 노동청 조사 결과에 따른 후속 조치가 필요함."
5302,18201,TT-03 2층 check plate 에서 약1.8M 상부의 벨트포설 작업구역 발판에서 벨트를 중앙 센터에 맞추기위하여양손으로 잡아당기다가 벨트를놓쳐 잡아당기던 힘의 반동으로 재해자의몸이 뒤로 밀리면서 하부로 미끄러지듯추락하면서 좌측손을바닦에 짚어 손목이 골절,"고소작업 구역 구명줄 설치 및 안전고리 체결에 대한 철저 교육, 작업내용 및 위험성에 대한 반복적 교육, 작업 지시자(관리자)의 작업내용에 대한 반복적 교육 필요, 위험성 평가와 작업 내용 안전대책 수립 후 작업, TBM 활동 시 작업 방법에 대한 철저한 교육, 재발 방지 대책 계획 수립 및 이행 여부 확인."
5303,18202,"아웃코너(무게: 13kg, 길이: 2.4m, 2EA)를 단독으로 어깨에 메고 이동 중,바닥에 놓여있던 각재를 넘어가는 순간, 내딛은 왼발을 헛디뎌 접질림.",안전교육을 통한 안전의식 향상과 근로자 보행구간 정리정돈 철저를 통한 재발 방지 대책 및 향후 조치결과 관리.
5304,18204,현장내 상차작업 진행으로 따른 적재 되어 있는 콘크리트 인근에서 어떠한 작업을 하지 않아야 되지만 무리하게 작업을 하다가 발생한 사고가 자주 발생한다.,"상차작업 진행으로 인한 콘크리트 인근에서의 작업 금지에도 불구하고 무리한 작업으로 발생하는 사고가 빈번하며, 관리자는 현장 내 작업 시 위험 발생 가능성을 숙지하여 이를 미연에 방지하고 근로자의 안전사항 점검을 강화하는 조치가 필요하다."
5305,18205,슬라브 해체·철거작업을 위한 슬라브 산소절단 작업중  교각과 슬래브 상판의 연결부위 노후화에 따른 슬래브 전도,"현장 작업 시 현장대리인 및 관리감독자의 수시 확인과 안전점검, 작업 전 안전교육의 철저함, 작업자 치료 경과의 지속적인 확인."
5306,18208,1. 물질 환경적 원인 / 대책- 원인 : 작업구간 현장 Condition 확인 미흡2. 인적 원인 / 대책- 원인 : 무더위로 인한 근로자 집중력 저하3. 관리적 원인 / 대책- 원인 : 안전작업방법 확인 미흡,"기계적 원인에 대한 대책 없음, 물질 환경적 원인으로 작업구간 현장 Condition 확인 미흡에 따른 작업 전 주변 정리정돈 및 작업공간 확보, 인적 원인으로 무더위로 인한 근로자 집중력 저하에 따른 충분한 휴식 제공 및 TBM 시 사고사례 전파로 경각심 고취, 관리적 원인으로 안전작업방법 확인 미흡에 따른 작업방법 확인 및 안전작업방법 강구."
5307,18212,"2020. 8. 25. 화요일 오전 7시 현장에서 잡철 기공 재해자 김정철이 무리하게 세륜기 위를 걸어서 넘어가던 중 세륜기 사이로 빠지며 부상(근로자 부주의, 안전불감증으로 인한 사고)",근로자 안전 수칙 철저 지도와 작업시작 전 안전교육 시 안전 수칙 준수 관련 중점 추가교육 실시.
5308,18215,항타작업중 전주오거 비트 조립중 비숙련자인 가시설공에게 작업도움을 요청하였고 비트 조립중 오거사이에 오른쪽 약지가 끼여 살점 일부가 찢어지고 골절된 사고.,"협착 방지용 보호구 지급 및 착용 관리, 고위험 작업 시 숙련공 배치, 고위험 장비 작업 시 관리감독자 상시 배치, 공종별 숙련자 투입 및 안전교육 강화 지도, 수시점검을 통한 안전관리 강화."
5309,18216,벽체 유로폼 설치를 위해 유로폼 1장을 들고 이동중 몸에 중심을 잃고 블루폼(기둥폼)에 왼쪽 어깨를 부딪힘,"손에 자재를 들고 이동 시 안전주의사항 특별교육 실시와 작업 전 스트레칭을 통한 근육 이완, 행정처분 결과 통지 및 해당 공종 특별교육 실시."
5310,18219,터파기 한 토사를 충분히 이격하지 않고 쌓아둔 것이 법면 내부로 흘러내림,"굴착작업 전 안전교육 및 특별안전교육 실시와 해당 현장 위험요소 재확인 및 제거, 공종 안전교육 및 작업방식 재확인을 통한 안전 강화."
5311,18224,"1. 기둥밴드의 조임이 완전하지 않음,2. 밴드의 고정을 철물이나 각재가 아닌 못으로하여 밴드의 하중을 견디지 못함","기둥밴드 하부 고정의 재질 설치 및 완벽한 조임, 상하 동시 작업 금지, 안전 조회 시 사고 내용 전파."
5312,18240,해당 사고는 교량 교좌장치 전문설치공이 시공하였으나 기온 상승에 따른 집중력 저하가 원인으로 판단됨,"사고사례 전파 및 안전교육 실시, 방호구 착용 철저, 안전관리계획 준수 시공지시 계획의 통합적 실행."
5313,18241,못이 튀어 다칠 수 있다는 사실을 인지하지 못하여 보안경을 착용하지 않음.,"작업방법 개선과 보안경 착용, 자재 정리 중 발생할 수 있는 재해에 대한 지속적인 안전교육 실시."
5314,18243,"철근망을 세우고 기 근입된 하부 철근망을 연결하기 위해 준비하던 중 보조훅에 연결된 와이어로프(22~25mm)가 이탈,낙하하여 하부에 있던 근로자를 타격함","와이어 이탈방지 추가결속 조치, 중량물 인양시 안전조치 방안 재수립 및 세부 안전교육 실시 등의 조치 계획."
5315,18257,2020년 08 21일 16시 30분경 타워크레인 인상 작업 중 실린더슈에 요크를 거치하는 작업을 하던 중 손가락(약지)이 실린더에 부딪히면서 골절되는 사고 발생,작업 투입 전 TBM 및 특별안전교육 실시와 설치 작업 시 2인 1조 실시를 통한 동종 및 유사재해 예방을 위한 안전교육 철저.
5316,18262,작업을 빨리하기 위하여 빔에 붙은 콘크리트를 좌우 동시에 작업을 진행하므로 생긴 재해,작업자의 무리한 행동 사전교육 및 작업방법 개선을 통한 H파일 인발 시 빔에 붙은 콘크리트를 한 사람이 제거한 후 인발기 작업을 하도록 작업순서 개선 조치.
5317,18268,"낙하물방지망 지지대에 안전대 안전고리를 연결하고 낙하물방지망설치 작업을 진행하였으나, 연결부 지지 클램프가 탈락되면서 추락 사고 발생","낙하물 방지망 지지대와 별도의 위치에 안전벨트 로프를 체결하여 작업지시 및 안전교육을 실시하고, 공종별 작업 전 안전교육과 개인 안전보호구 지급, 현장 안전점검을 통한 철거를 계획함."
5318,18270,기초 철근 상부 실족 방지망 미설치로 인한 이동 시 불안전 상태에서 작업,철근 상부 작업자 이동동선 실족방지망 설치와 산업재해 조사표 작성 및 산재 신청을 통한 재발 방지 대책 마련.
5319,18272,작업완료 후 BT틀비계 안전 난간을 정리하다 넘어지면서 유로폼 거푸집에 팔꿈치를 부딪힘,"BT틀비계 작업 시 2인 1조로 작업하고, 작업 전 현장 주변 정리정돈 후 작업을 실시하며, 철근공 작업 전 안전교육을 실시하는 재발 방지 대책과 사고 재발 방지 대책 회의 및 보고서 제출 후 건설사업관리단과 합동으로 수시 현장 점검을 실시할 예정인 향후 조치 계획."
5320,18276,작업순서 미준수(추락방지망 설치 전 작업실시) 및 안전대 부착설비(생명줄) 미설치,"유공 발판 시스템비계용 발판으로의 전수교체, 생명줄 설치 후 작업 실시, 상부작업 전 추락방지망 설치, 반입 및 기 설치 작업발판 중 이탈방지턱 탈락 작업발판 반출, 작업발판 반입 전 검수 및 시험 의뢰, 시스템비계용 발판 대체, 작업방법 개선 및 안전고리 체결 후 작업과 상부작업 전 추락방지망 설치 확인."
5321,18281,어린이집 문앞에서 기다리던중 같은 작업자 문을열어 아킬레스건이 문에 찍힘,근로자 안전교육 실시 및 문하부 틈 매우기 완료와 아킬레스건 봉합 수술 후 입원 및 통원 계획.
5322,18282,작업자가 현장 작업편의를 위하여 작업공간이 아닌 곳에서 작업중 중심을 잃고 낙상,"현장 안전시설물 설치 재점검 및 안전관리교육과 예찰 철저, 근로자의 2인1조 팀 구성으로 위험구간에서의 1인 작업 방지, 관련 법령 사항 조사와 행정조치 시행."
5323,18286,콘크리트믹서트럭 운전사와 신호수 간의 소통 불량 및 운전자 부주의로 추정됨.,작업전 근로자 안전교육 강화와 외부 출입 운전자에게 출입전 작업장 내 유의사항 및 장비유도원 지시 준수 안내 실시를 통한 사고 재발 방지 대책 마련.
5324,18288,"2차로 중 1차선 공사점유하고 2차선 차량통행을 하였으며, 원활한 통행유도를 위해 신호수 배치하고 진행 중 가해 차량(운전자 75세 여성)이 피해자 1차추돌하고 멈추지 않고 15m 이동하였으며, 그 과정에서 피해자가 차량하부로 떨어졌고 앞바퀴가 피해자 흉부를 넘어  차량하부에 끼임",교통신호수 전후방 주시에 대한 안전교육 및 안전시설물 보강과 유족협의를 통한 산재 처리 계획.
5325,18289,빔 소운반중 신호를 잘못 인지한 백호기사가 1번빔 대신 2번빔을 오조작하여 빔사이에 있던 근로자 무릅아래 부위가 협착 골절됨,"작업 전 현장 정리 정돈 실시, 자재 운반 및 장비 이동 시 신호수 배치, 근로자의 불안전한 생존 통로 예방 및 안전 수칙 준수 확인, 부상자 치료 관리 철저 및 향후 경과 추적 관리, 근로자 작업 간 안전사고 위험 사전 파악 및 안전 시설 설치와 안전 관리 철저."
5326,18293,외벽 석공사 작업 중 하단부의 코킹작업을 위하여 해체된 발판(높이 60cm)사이로 재해자의 발이 빠지며 타박상을 입음,시스템비계 사용작업 관리감독 강화와 협력업체 안전작업 및 재해발생 시 즉시보고 특별교육 실시.
5327,18296,(추정) 열차감시원이 열차 접근여부를 확인하기 위해서 반대 방향으로 이동 중 열차와 접촉하여 사고로 추정. 추후 경찰 조사 이후 최종 결정,"재발 방지 대책으로 외부열차감시원 교육 강화, 열차접근경보앱 추가 보급 및 관련 교육 시행, 운행선 인접공사 시 안전관리 강화, 책임감리용역제도 확대 시행과 향후 조치 계획으로 재발방지대책 이행 철저 및 책임감리제도로 설계 변경 후 작업 재개 예정."
5328,18299,시스템 동바리 상부 장선 각재 설치 중 실족하여 추락함(고리는 미체결한 상태) / 작업 중 안전의식 결여,"작업자 안전교육 실시와 철근 상부 실족 방지망 설치, 동바리 상부 작업발판 설치 및 지속적 안전교육 실시를 통한 안전 강화."
5329,18300,조립된 슬래브 알폼(거푸집)을 콘크리트 타설 후 작업공간이 협소(좁은공간 폭 60cm 이하)함에도 불구하고 무리하게 해체하여 몸의 균형을 잃어 제거가 안된 타이핀에 엉덩이가 베임,안전교육을 통한 재해사례 전파 및 교육과 알폼 해체 시 불안전한 행동 지양 및 타이핀 제거 후 작업진행 독려의 통합적 접근.
5330,18301,"고소작업장비(렌탈)가 후진하던 중 지상에서 작업중이던 근로자(김**, 일용직)의 후두부와 부딪힌 후 근로자가 장비 밑에 깔림","고소작업대 신호수 배치 및 동일구간 동시 작업 금지, 안전교육 및 장비 운전인원과 유도원 교육 실시, 장비 유도원 배치 시 자리 이탈 금지, 유사사고 발생 방지를 위한 공사현장 고소작업차 사용자 안전수칙 사항을 광주건축사협회에 발송하여 홍보 협조 요청."
5331,18303,자재인양시 로프 체결방식의 이해 부족으로 인양되는 앵글자재의 탈락으로 인해 작업자의 오른발을 타격,사고 원인 파악 후 근로자 안전교육 및 사고 사례 전파와 동종 재해 예방 교육 실시를 통한 재발 방지 대책 마련.
5332,18304,보강재 운반도중 바닥에 놓인 고임목에 다리 걸려 자재 운반중 넘어지면서 자재와 바닥사이에 손가락 협착됨,재해 발생 시 skep 비상보고 및 당사 보고체계 절차 준수와 3재 은폐 방지를 매월 정기안전 보건교육에 반영하는 대책과 향후 조치 계획.
5333,18311,"내부 건물 상층부(4층) 철거 후 외부 비계 및 분진망 해체를 위해 상부로 이동중 외부 비계가 기울어지며, 고압선에 접촉/감전되어 2~3층(8~9M) 높이에서 추락한 것으로 추정",위험노출 구간에 대한 고압선 방호커버작업 이행 요청과 공사현장 안전관리에 대한 철저한 유념 및 고압선 방호캡 설치 시 협의 후 이행 요구 사항이 포함된 재발 방지 대책.
5334,18313,가시설공사 중 2.5M 높이의 H-형강 위에서 작업 중 하부 미니굴삭기의 작업 부주의로 인해 고정중인 스트러트를 타격하여 사고  발생,"상부 스트러트 위 작업 시 스트러트 하부에서 건설기계 작업 중지, 신호수 배치, 작업 개시 전 작업내용 숙지 및 안전교육 강화를 포함한 재발 방지 대책과 현장 지시, 수시 현장 방문 및 점검을 통한 향후 조치 계획."
5335,18314,작업자가 주형보 받침 연결 볼트 천공작업 중 마그네틱드릴(천공기기)의 자석판과 빔 사이에 이물질이 있는것을 모르고 자성이 없는 상태에서 장비사용으로 사고,"동일 작업 시작 전 마그네틱드릴 고정 부위 확인 및 수시 청소 실시, 2인 이상 작업조 구성 및 상호 확인 후 작업 진행과 가시설 공사 시 자체 안전교육 및 수시 안전점검 강화를 통한 재발 방지 대책 마련."
5336,18317,재해자인 김00이 좌측손가락으로 beam을 잡고 오른손으로 주변을 정리중 갑자기 Joint beam이 움직이면서 손가락을 눌러 협착,"부재 해체 시 체인블럭 또는 로프로 고박 조치, 설치 반장이 지조립 전 설치도면 숙지 및 부재 Size Check, 위험성 평가와 명일사전미팅 시 방법 변경 및 누락된 작업 내용 안전대책 추가 수립, TBM 활동 시 해체 방법에 대한 교육 철저, 재발방지대책 계획 수립 및 이행 확인."
5337,18319,기 설치된 시스템동바리에서 거푸집 해체작업을 하던 중 고정불량으로 수직부재가 해체작업을 진행하던 중 흔들림 및 충격으로 인하여 수직재가 낙하하면서 근로자의 후두부를 가격한 사고.,"시스템서포트 설치 시 작업상태 관리감독과 위험요인 제거 후 근로자 배치, 근로자 작업투입 전 특별안전교육 실시 및 개인보호구 착용상태 관리 철저함."
5338,18324,빔 스트러스 해체작업 중 사고자 김의식이 H-빔 피스 브라켓 볼트를 해체허던 중 불완전한 행동으로 인해 브라켓이 낙하되면서 신체 접촉하여 추락,"정기 및 특별 안전교육의 철저한 실시와 안전순찰 및 작업장 순회 점검 시 개인보호구 착용 점검, 해체작업 근로자의 작업구역 확보 및 방호장비 추가 장착 권고."
5339,18328,현장내 3층에서 미장 작업중 모르타르 교반기(믹서기) 날 교체 작업중 양손에 날을 잡고 빼는 과정에서 날에 왼손검지와 중지 사이에 베임.,공종별 작업자 안전교육과 장비사용 및 부속자재 교환방법 교육 강화를 통한 재발 방지 대책 마련.
5340,18331,지상3층 바닥에서 사고자가 동료작업자와 데크철근바닥을 밟으면서 2인 1조로 장철근을 운반하던중 바닥에 철근을 내려놓고 뒤돌아서면서 사고자가 발을 헛디뎌 중심을 잃고 한쪽발이 보에 빠지면서 데크 철근 모서리에 우측 허벅지가 부딪쳐서 부상을 당함,작업 투입 전 안전교육 철저와 안전담당자 감독 강화에 따른 작업자 안전교육 및 안전감독자 감독 강화.
5341,18332,하부 작업자가 거푸집 내려오는것을 무리하게 잡을려고 하다가 추락 사고 발생(안전벨트 고리 미체결),고소작업 관리감독자 상주 및 벽체 비계설치 완료 후 거푸집 작업 실시와 현장 확인 점검 강화 실시.
5342,18334,엘리베이터 설치과정 슬래브 보강을 위하여  H빔을 이용 보조보를 설치하는과정에서보조부재를 이용하여  빔을 기둥쪽에 바짝 붙이다가 어긋나면서 손가락이 기둥에 부딪힘처음에는 가벼운 타박상으로 보았으나 이후 계속적인 통증이 발생하여 진단결과 손가락 뼈 부러짐으로 진단,시공사 안전교육 실시와 작업자의 충분한 휴식시간 확보를 통한 재발 방지 대책 및 향후 조치 계획.
5343,18338,"생명줄에 안전벨트를 체결하였으나, 벤트 트러스 끝단부 브라켓 해체작업중 추락하여 1차 충격 흡수후 생명줄이 풀어져 발생함","생명줄 연결부 지지점 고정상태 확인, 관리감독자의 상주 및 감독 강화, 근로자 및 관리감독자의 안전교육, 위험성 평가 및 재발 방지 대책에 따른 안전 조치 후 작업 시행."
